graph_filename,algorithm_name,num_vertices,numEdges,color_count,duration_ns,duration_sec
inithx.i.3.col,first_fit,621.0,13969.0,31.0,1935247.1538461538,0.001935247153846154
jean.col.txt,first_fit,80.0,508.0,10.0,76066.61538461539,7.606661538461539e-05
latin_square_10.col.txt,first_fit,900.0,307350.0,213.0,36444369.615384616,0.036444369615384616
le450_15b.col.txt,first_fit,450.0,8169.0,22.0,1072569.7692307692,0.0010725697692307694
le450_15c.col.txt,first_fit,450.0,16680.0,30.0,2079230.2307692308,0.002079230230769231
le450_15d.col.txt,first_fit,450.0,16750.0,31.0,2097744.153846154,0.002097744153846154
le450_25a.col.txt,first_fit,450.0,8260.0,28.0,1100807.923076923,0.0011008079230769231
le450_25b.col.txt,first_fit,450.0,8263.0,27.0,1099130.4615384615,0.0010991304615384616
le450_25c.col.txt,first_fit,450.0,17343.0,37.0,2158602.153846154,0.002158602153846154
le450_25d.col.txt,first_fit,450.0,17425.0,35.0,2173637.076923077,0.0021736370769230772
le450_5a.col.txt,first_fit,450.0,5714.0,14.0,776342.9230769231,0.0007763429230769231
le450_5b.col.txt,first_fit,450.0,5734.0,13.0,775410.3076923077,0.0007754103076923076
le450_5c.col.txt,first_fit,450.0,9803.0,17.0,1246358.8461538462,0.0012463588461538464
le450_5d.col.txt,first_fit,450.0,9757.0,18.0,1248434.3846153845,0.0012484343846153846
miles1000.col.txt,first_fit,128.0,6432.0,44.0,798135.8461538461,0.0007981358461538463
miles1500.col.txt,first_fit,128.0,10396.0,76.0,1292083.8461538462,0.0012920838461538463
miles250.col.txt,first_fit,128.0,774.0,9.0,117337.30769230769,0.00011733730769230771
miles500.col.txt,first_fit,128.0,2340.0,22.0,308894.6923076923,0.00030889469230769233
miles750.col.txt,first_fit,128.0,4226.0,34.0,546482.8461538461,0.0005464828461538463
mulsol.i.1.col,first_fit,197.0,3925.0,49.0,547164.0,0.000547164
mulsol.i.2.col,first_fit,188.0,3885.0,31.0,538213.1538461539,0.0005382131538461539
mulsol.i.3.col,first_fit,184.0,3916.0,31.0,551905.8461538461,0.0005519058461538462
mulsol.i.4.col,first_fit,185.0,3946.0,31.0,552614.8461538461,0.0005526148461538462
mulsol.i.5.col,first_fit,186.0,3973.0,31.0,554789.0,0.0005547890000000001
myciel3.col.txt,first_fit,11.0,20.0,4.0,5769.923076923077,5.769923076923077e-06
myciel4.col.txt,first_fit,23.0,71.0,5.0,12627.384615384615,1.2627384615384617e-05
myciel5.col.txt,first_fit,47.0,236.0,6.0,34821.38461538462,3.4821384615384616e-05
myciel6.col.txt,first_fit,95.0,755.0,7.0,100843.76923076923,0.00010084376923076925
myciel7.col.txt,first_fit,191.0,2360.0,8.0,301158.6153846154,0.00030115861538461544
queen10_10.col.txt,first_fit,100.0,2940.0,16.0,369768.6923076923,0.0003697686923076924
queen11_11.col.txt,first_fit,121.0,3960.0,17.0,496256.0,0.000496256
queen12_12.col.txt,first_fit,144.0,5192.0,20.0,644799.0769230769,0.000644799076923077
queen13_13.col.txt,first_fit,169.0,6656.0,21.0,827616.6153846154,0.0008276166153846153
queen14_14.col.txt,first_fit,196.0,8372.0,23.0,1055328.3846153845,0.0010553283846153846
queen15_15.col.txt,first_fit,225.0,10360.0,25.0,1278828.923076923,0.0012788289230769231
queen16_16.col.txt,first_fit,256.0,12640.0,25.0,1548858.5384615385,0.0015488585384615386
queen5_5.col.txt,first_fit,25.0,320.0,8.0,42926.846153846156,4.292684615384616e-05
queen6_6.col.txt,first_fit,36.0,580.0,11.0,78269.07692307692,7.826907692307694e-05
queen7_7.col.txt,first_fit,49.0,952.0,10.0,124131.38461538461,0.00012413138461538463
queen8_12.col.txt,first_fit,96.0,2736.0,15.0,346387.3846153846,0.00034638738461538466
queen8_8.col.txt,first_fit,64.0,1456.0,13.0,187413.0,0.00018741300000000002
queen9_9.col.txt,first_fit,81.0,2112.0,16.0,273512.1538461539,0.00027351215384615387
school1.col.txt,first_fit,385.0,19095.0,42.0,2349700.4615384615,0.0023497004615384617
school1_nsh.col.txt,first_fit,352.0,14612.0,39.0,1820985.0,0.0018209850000000002
zeroin.i.1.col,first_fit,211.0,4100.0,49.0,565936.9230769231,0.0005659369230769231
zeroin.i.2.col,first_fit,211.0,3541.0,30.0,502276.76923076925,0.0005022767692307692
zeroin.i.3.col,first_fit,206.0,3540.0,30.0,502676.07692307694,0.0005026760769230769
